Composer,Title,Attribution Level,Genre,nPVI_Entire,Nine_Eight,pitch_correlation,pitch_entropy,parallel_motion,similar_motion,oblique_motion,FILENAME,t1_1,t1_2,t1_3,t1_4,t1_5,t1_6,t1_7,t2_1,t2_2,t2_3,t2_4,t2_5,t2_6,t2_7,t3_1,t3_2,t3_3,t3_4,t3_5,t3_6,t3_7,t4_1,t4_2,t4_3,t4_4,t4_5,t4_6,t4_7,t5_1,t5_2,t5_3,t5_4,t5_5,t5_6,t5_7,t6_1,t6_2,t6_3,t6_4,t6_5,t6_6,t6_7,t7_1,t7_2,t7_3,t7_4,t7_5,t7_6,t7_7,
la Rue_Pierre de,Rue1016e-Missa_Incessament-Agnus.krn,,Mass,111.36,2,0.929938966,6.79249,0.141608392,14.53,59.53,Rue1016e,5.009,6.102,0.364,1.366,0.546,2.186,5.282,5.1,1.457,4.918,0.364,1.093,0,1.275,0.911,3.643,0.455,4.098,0.182,0.091,0,0.182,1.73,3.005,2.641,4.645,0.091,1.093,2.277,0.273,0.911,4.189,2.641,4.554,0.273,0.455,0.546,0,0.82,4.827,0.911,5.1,6.011,0.182,0.182,0.091,2.095,4.372,1.457,
la Rue_Pierre de,Rue1017a-Missa_Inviolata-Kyrie.krn,,Mass,122.9,0,0.616946943,6.46054,0.109375,14.81,60.64,Rue1017a,2.88,4.319,1.702,0.262,1.571,1.047,6.152,6.675,1.44,4.712,0.524,1.047,0,1.047,1.178,7.461,2.487,3.665,1.178,0.131,0,0,1.963,4.974,0.654,3.796,0.262,0,1.702,0.131,1.571,5.366,5.236,4.188,0.393,0.393,0.262,0.262,1.178,4.319,1.309,2.618,4.712,0.393,0.262,0,0.916,3.272,0.393,
la Rue_Pierre de,Rue1017b-Missa_Inviolata-Gloria.krn,,Mass,119.593,0,0.601888789,6.67065,0.133333333,14.72,54.7,Rue1017b,4.17,4.393,1.266,0.596,0.745,1.042,4.691,5.138,3.351,4.393,0.819,1.34,0.372,0.596,1.191,5.808,2.755,3.946,0.596,0.521,0.074,0.372,0.819,5.808,1.415,2.904,0.447,0,1.638,0.596,1.638,4.021,6.106,3.5,0.67,0.447,0.894,0.074,0.596,4.691,1.564,3.202,4.095,0.521,0.149,0,1.042,3.5,1.489,
la Rue_Pierre de,Rue1017c-Missa_Inviolata-Credo.krn,,Mass,119.155,0,0.658404265,6.83697,0.103792415,14.48,58,Rue1017c,2.72,4.026,1.088,0.163,0.707,0.871,4.461,5.495,2.775,4.733,0.762,1.469,0.326,0.707,1.088,6.583,2.829,4.189,0.925,0.272,0.109,0.163,1.197,5.441,2.231,4.353,0.054,0.054,1.034,0.762,1.251,4.679,5.55,4.353,0.925,0.435,0.653,0.109,1.034,4.298,2.285,2.992,4.244,0.49,0.218,0,0.925,3.156,0.816,
la Rue_Pierre de,Rue1017d-Missa_Inviolata-Sanctus.krn,,Mass,97.2781,2,0.745134588,6.65576,0.150845254,17.81,57.39,Rue1017d,3.41,6.054,1.392,0.835,0.696,0.835,5.567,5.567,0.905,5.985,0.278,1.322,0.07,1.253,2.157,6.541,1.601,4.871,0.696,0.626,0,0.07,0.835,5.289,0.905,4.802,0.139,0.07,1.74,0.418,2.088,4.662,3.549,3.827,0.348,0.626,0.487,0.139,0.278,4.593,0.905,2.853,4.732,0.139,0.418,0,0.835,3.619,0.974,
la Rue_Pierre de,Rue1017e-Missa_Inviolata-Agnus.krn,,Mass,110.346,2,0.632793279,6.57167,0.150905433,15.94,59.47,Rue1017e,3.307,5.545,0.486,0.292,0.681,0.778,5.253,6.031,1.848,4.767,0.778,1.07,0.486,1.556,1.265,6.712,1.556,3.696,0.875,0.389,0,0.195,1.362,5.642,1.556,3.891,0,0.195,0.778,0.389,1.556,5.447,2.724,4.864,0.584,0.389,0.486,0.097,0.681,5.642,1.654,3.113,4.767,0.389,0.292,0,1.362,3.794,0.778,
la Rue_Pierre de,Rue1018a-Missa_Ista_est_speciosa-Kyrie.krn,,Mass,116.298,1,0.714148471,6.81371,0.159259259,14.03,64.68,Rue1018a,4.533,4.721,1.511,1.039,0.094,1.039,4.91,4.533,0.755,4.06,0.283,0.094,0.094,0.755,2.455,3.966,2.361,6.327,0.472,0.661,0.378,1.039,0.755,6.61,2.361,4.721,1.039,0.283,0.567,0,0.85,5.76,1.794,4.249,0.189,0.189,0.378,0.283,0.85,6.516,1.794,3.211,4.344,0.094,0.567,0.189,0.567,3.966,1.794,
la Rue_Pierre de,Rue1018b-Missa_Ista_est_speciosa-Gloria.krn,,Mass,117.325,4,0.83148993,6.93451,0.126943005,11.56,56.16,Rue1018b,5.003,3.23,1.457,0.887,0,0.76,4.813,4.623,1.077,3.167,0.19,0,0.19,0.253,1.647,4.433,6.206,4.94,0.253,0.823,0.507,1.013,0.253,5.003,3.673,4.307,1.203,0.57,0.19,0,0.633,4.497,2.153,3.673,0.253,0.443,0.19,0.697,0.633,4.307,3.293,4.37,3.42,0.253,1.33,1.013,0.76,4.37,3.04,
la Rue_Pierre de,Rue1018d-Missa_Ista_est_speciosa-Sanctus.krn,,Mass,112.422,1,0.84609164,6.98964,0.10324826,14.13,59.03,Rue1018d,2.627,4.816,0.876,0.625,0.75,0.438,5.066,5.253,1.501,4.378,0.313,0.5,0,1.126,1.251,4.878,2.564,4.378,0.438,0.313,0.625,0.625,1.188,4.19,2.752,3.877,0.188,0.75,0.75,0.125,1.251,4.128,4.065,4.941,1.126,0,0,0.125,0.813,4.69,0.688,4.003,5.441,0.375,1.313,0.5,1.814,3.627,3.94,
la Rue_Pierre de,Rue1018e-Missa_Ista_est_speciosa-Agnus.krn,,Mass,120.777,3,0.788652013,6.90453,0.126829268,13.66,61.71,Rue1018e,4.122,3.969,0.84,1.756,0.076,1.145,5.191,4.656,1.374,3.969,0.076,0,0.076,0.534,1.45,4.122,3.13,5.954,0.153,0.84,0.763,1.069,0.611,6.031,2.595,3.817,2.061,0.687,1.221,0,1.298,4.275,1.298,3.74,0,0.153,0.534,0.611,1.679,5.802,2.519,3.511,4.504,0.076,1.298,0.458,0.687,3.893,1.374,
la Rue_Pierre de,Rue1020a-Missa_Nunca_fue_pena_mayor-Kyrie.krn,,Mass,110.464,1,0.911670738,6.77468,0.112266112,15.25,63.21,Rue1020a,2.532,6.224,0,1.16,0.527,2.11,4.43,6.118,1.477,3.586,0.949,0.105,0.949,0.422,1.266,4.008,0.949,4.852,0.527,0.527,0.105,0.633,0.844,6.54,2.004,4.43,0.527,0.738,1.371,0.633,0.844,4.747,1.055,3.27,0,0.527,1.16,0.316,1.582,5.063,4.747,4.641,3.692,0.105,0.105,0.105,0.422,6.118,0.949,
la Rue_Pierre de,Rue1020b-Missa_Nunca_fue_pena_mayor-Gloria.krn,,Mass,115.591,0,0.861228075,6.8636,0.075221239,11.96,58.19,Rue1020b,4.371,5.291,0.153,1.074,0.383,1.15,2.531,4.985,3.681,3.451,2.607,0.307,1.61,0.46,1.687,4.755,1.61,4.218,0.153,0.307,0,0.767,1.304,6.825,4.678,4.678,0.23,0.23,0.537,0.383,0.383,3.374,2.071,4.141,0.383,0.997,1.534,0.077,1.84,3.221,4.525,3.758,2.224,0.23,0,0.307,0.69,4.064,1.764,
la Rue_Pierre de,Rue1020c-Missa_Nunca_fue_pena_mayor-Credo.krn,,Mass,115.887,1,0.917496442,7.14167,0.078756477,13.11,55.4,Rue1020c,4.752,5.553,0.053,0.961,0.427,0.641,3.47,4.752,3.737,3.097,1.014,0.961,0.747,0.534,0.747,3.577,1.655,3.897,0.481,0.32,0.053,0.801,0.908,4.645,4.538,4.698,0.587,0.481,0.587,1.014,0.641,4.271,2.189,3.684,0.801,1.068,0.747,0.053,1.495,4.431,4.805,3.684,2.936,0.053,0.053,0.32,0.481,5.286,3.31,
la Rue_Pierre de,Rue1020d-Missa_Nunca_fue_pena_mayor-Sanctus.krn,,Mass,116.77,1,0.900781383,7.01573,0.081081081,14.01,60.73,Rue1020d,3.61,4.905,0.749,1.499,0.545,1.362,3.815,5.858,2.861,3.202,1.294,0.272,0.409,0.817,1.09,4.768,1.431,4.087,0.545,0.136,0,0.681,1.158,6.063,3.065,4.564,0.477,0.681,1.226,0.341,0.886,4.905,2.793,3.951,0.477,0.954,0.272,0,1.362,4.36,3.338,3.747,3.474,0.409,0,0.136,0.886,4.837,1.703,
la Rue_Pierre de,Rue1020e-Missa_Nunca_fue_pena_mayor-Agnus.krn,,Mass,127.444,0,0.825204933,5.28627,0.084415584,15.59,59.26,Rue1020e,3.618,4.934,0.658,2.961,0,2.303,2.961,5.921,0.658,1.974,0,0,0,1.316,1.974,2.303,1.645,7.237,0.329,0.658,0.329,1.645,1.316,6.908,0.987,5.592,1.645,0.329,1.316,0,2.303,4.605,0.329,4.934,0,0,0.329,0.658,1.974,6.579,1.645,5.263,4.605,0,0,0.329,0.987,3.947,0,
la Rue_Pierre de,Rue1021a-Missa_O_gloriosa_domina-Kyrie.krn,,Mass,127.836,2,0.655863283,6.55237,0.098739496,13.48,62.75,Rue1021a,3.125,4.464,0.781,0.781,1.451,0.893,5.357,5.469,2.679,5.022,1.116,0.446,0,1.451,1.674,6.138,1.786,4.129,0.558,0.335,0.112,0.558,1.674,4.129,1.339,4.688,0.893,0.446,1.451,0.335,2.344,5.134,4.018,3.013,0.893,0.335,0.112,0,0.893,4.464,0.558,2.567,4.241,0.781,0.446,0.335,1.674,3.237,1.674,
la Rue_Pierre de,Rue1021b-Missa_O_gloriosa_domina-Gloria.krn,,Mass,112.126,2,0.742027591,6.87217,0.097165992,13.67,53.9,Rue1021b,4.154,4.003,0.604,0.755,1.36,0.529,5.06,5.287,3.701,4.834,0.529,0.906,0.076,0.529,1.208,6.193,3.323,3.172,0.227,0.151,0.378,0.302,0.831,4.532,3.399,4.456,0.227,0.302,0.906,0.378,1.057,4.834,5.136,3.852,0.906,0.302,0.227,0,1.133,4.23,1.511,2.719,4.23,0.151,0.68,0.151,1.057,3.776,1.737,
la Rue_Pierre de,Rue1021e-Missa_O_gloriosa_domina-Agnus.krn,,Mass,118.521,2,0.668263539,6.67024,0.097560976,13.92,59.34,Rue1021e,2.469,3.894,0.95,0.76,1.14,0.19,4.653,5.318,1.709,5.033,1.045,0.57,0,1.235,1.235,6.743,2.564,4.274,1.045,0.19,0.475,0.095,1.709,5.033,1.994,4.748,0.19,0.19,0.855,0.475,2.374,4.843,4.368,3.894,1.614,0.285,0.19,0,0.475,4.368,0.855,2.279,4.179,0.475,0.57,0.19,2.184,3.324,2.754,
la Rue_Pierre de,Rue1022a-Missa_O_salutaris_hostia-Kyrie.krn,,Mass,106.038,0,0.881582027,6.56755,0.083798883,12.31,60.13,Rue1022a,3.783,3.618,0.658,0.987,0.164,0.822,5.263,5.592,1.974,2.796,1.48,0.493,0,0.822,0.658,5.428,2.303,4.934,0.329,0.329,0,0.329,1.48,5.921,3.618,4.605,0.987,0.822,0.987,0,1.48,5.757,3.454,2.467,0.658,0.822,0,0,0.658,4.77,1.316,3.454,3.783,0.658,0.493,0.164,1.151,4.934,2.796,
la Rue_Pierre de,Rue1022b-Missa_O_salutaris_hostia-Gloria.krn,,Mass,121.168,0,0.836742544,6.73427,0.062305296,9.91,54.37,Rue1022b,5.561,3.892,0.556,1.112,0.463,0.185,4.634,5.19,5.746,3.244,0.556,0.278,0,0.741,1.112,4.912,3.892,3.244,0.463,0.185,0,0.093,0.371,5.005,4.912,3.429,0.278,0.741,0.927,0.371,0.556,3.985,7.136,2.966,1.112,0.278,0,0,1.112,4.634,1.946,1.668,3.244,0.463,0.371,0,0.741,3.8,3.892,
la Rue_Pierre de,Rue1022c-Missa_O_salutaris_hostia-Credo.krn,,Mass,117.615,0,0.860342817,6.93474,0.047016275,9.07,54.98,Rue1022c,7.116,3.639,0.706,0.978,0.38,0.652,4.671,5.866,5.052,3.313,0.272,0.489,0,0.923,0.543,5.16,1.738,3.639,0.217,0.217,0.109,0.326,1.032,4.943,6.627,3.639,0.435,0.598,0.815,0.217,0.652,5.323,5.921,2.553,0.652,0.326,0.054,0,0.435,4.834,0.978,2.064,3.422,0.489,0.217,0.272,0.76,3.802,2.933,
la Rue_Pierre de,Rue1022d-Missa_O_salutaris_hostia-Sanctus.krn,,Mass,103.793,0,0.89109629,6.83286,0.079722704,17.39,54.98,Rue1022d,3.002,4.658,1.242,1.242,0.932,1.242,4.969,6.625,2.381,3.106,1.553,1.139,0,1.346,1.863,5.694,1.139,2.484,0.414,0.104,0,0.725,1.656,4.969,3.934,4.348,0.414,0.518,1.967,0.828,1.035,5.487,2.277,2.795,1.449,0.932,0,0,1.035,4.762,1.139,2.07,3.209,0.414,0.104,0.414,1.656,4.658,2.07,
la Rue_Pierre de,Rue1022e-Missa_O_salutaris_hostia-Agnus.krn,,Mass,107.474,0,0.845887877,6.78777,0.067528736,13.07,52.45,Rue1022e,3.025,5.958,0.825,0.183,1.192,1.467,4.308,4.858,2.475,5.5,0.825,1.008,0.183,1.375,1.375,4.4,1.283,5.5,0.825,0,0,0.458,1.833,4.4,1.833,4.4,0.367,0.183,1.008,0.825,1.283,3.758,4.125,4.583,1.1,0.458,0.183,0,0.733,4.216,0.458,4.583,5.866,0.458,0.275,0,1.375,3.483,1.192,
la Rue_Pierre de,Rue1023a-Missa_Pascale-Kyrie.krn,,Mass,115.836,0,0.934284448,6.44861,0.171003717,16.12,60.73,Rue1023a,2.653,6.366,0.531,1.061,0.619,1.503,3.714,5.747,1.68,4.509,1.149,0.619,0.707,0.973,0.884,4.686,0.442,4.863,0.442,0.619,0,0.707,1.061,4.951,2.829,5.305,0.354,0.707,1.149,0.707,1.149,4.686,1.061,4.598,0.265,0.531,0.442,0,1.326,5.217,1.857,4.686,4.244,0.442,0.177,0.442,0.707,4.598,2.034,
la Rue_Pierre de,Rue1023b-Missa_Pascale-Gloria.krn,,Mass,109.798,1,0.76846449,7.00169,0.106132075,13.71,56.26,Rue1023b,5.162,4.664,0.808,0.995,0.746,1.182,3.731,5.41,2.052,4.54,1.741,0.56,0.622,0.187,0.871,6.405,3.483,4.602,0.933,0.684,0,0.684,1.306,6.53,2.425,4.291,0,0,1.555,0.311,1.493,4.478,4.042,3.731,0.373,0.622,0.746,0.311,0.808,4.104,2.052,2.861,3.172,0,0,0.187,0.746,3.109,0.684,
la Rue_Pierre de,Rue1023c-Missa_Pascale-Credo.krn,,Mass,110.268,4,0.907609699,7.22819,0.088116411,11.72,59.74,Rue1023c,3.673,4.215,0.835,0.876,0.125,1.252,4.967,5.259,2.17,3.548,0.417,0,0.334,1.043,1.085,4.132,3.673,4.09,0.376,0.543,0.668,0.626,0.751,4.674,4.215,3.464,1.169,0.96,0.25,0,0.835,4.299,1.503,3.881,0.376,0.543,0.501,0.25,0.751,4.967,2.713,4.633,4.508,0.835,0.71,1.043,0.501,4.591,3.172,
la Rue_Pierre de,Rue1023d-Missa_Pascale-Sanctus.krn,,Mass,115.742,0,0.943333701,6.81698,0.149833518,15.99,61,Rue1023d,3.39,4.676,0.877,1.052,0.584,0.818,5.026,6.078,2.046,4.091,1.344,0.994,0.058,0.76,1.403,5.377,0.701,3.624,0.351,0.234,0,0.584,1.403,5.026,1.87,5.494,0.351,0.409,1.286,0.818,0.935,6.02,2.747,4.676,0.76,0.468,0.584,0,0.818,5.435,0.994,3.565,4.442,0.234,0,0,1.403,4.559,1.636,
la Rue_Pierre de,Rue1023e-Missa_Pascale-Agnus.krn,,Mass,127.312,3,0.904663243,6.50933,0.102119461,12.91,63.11,Rue1023e,5.066,5.253,1.97,1.407,0.375,1.22,3.94,4.315,1.407,3.659,1.126,1.126,0.375,1.032,1.689,3.659,1.22,4.69,0.563,0.188,0,1.126,1.126,4.597,3.189,4.972,0.75,0.75,1.782,0.469,0.75,4.034,3.471,3.659,1.032,0.563,0.75,0.094,1.782,3.565,1.97,3.659,4.128,0.375,0,0.75,0.844,4.221,1.313,
la Rue_Pierre de,Rue1024a-Missa_Pro_fidelibus_defunctis-Introit.krn,,Mass,118.805,0,0.287705446,6.63634,0.106060606,12.85,49.02,Rue1024a,7.009,4.907,1.168,0.467,1.402,0.467,3.271,4.439,2.57,3.972,0.935,0.467,0.701,0.701,1.869,4.673,6.542,2.804,0.935,0.701,0,0,0.701,3.972,1.402,3.271,0.234,0,1.869,0.467,1.636,3.037,7.243,3.271,0.467,0.234,0.467,0,1.168,3.738,4.673,2.336,3.037,0,0.234,0,0.701,2.804,3.037,
la Rue_Pierre de,Rue1024b-Missa_Pro_fidelibus_defunctis-Kyrie.krn,,Mass,128.61,0,0.179264697,6.20291,0.164772727,16.8,50.96,Rue1024b,6.796,5.097,0,1.699,0.971,1.942,1.942,4.126,0.971,3.398,2.184,0.485,0.728,1.456,0.485,3.641,1.456,3.641,0.485,0.243,0,0.728,1.456,4.612,4.369,4.854,1.456,0.243,0.971,0.485,0.728,2.913,4.612,4.369,0.243,1.942,1.214,0.485,2.184,3.883,6.311,2.913,2.67,0.243,0,0.243,0.485,2.67,0.971,
la Rue_Pierre de,Rue1024c-Missa_Pro_fidelibus_defunctis-Tractus.krn,,Mass,101.156,0,0.876741383,6.56925,0.054263566,12.75,52.35,Rue1024c,5.484,3.71,1.129,0.806,0.645,1.452,3.548,4.839,3.548,3.226,2.097,0.484,0,0.323,1.774,4.516,1.129,4.194,0.484,0.323,0,0.645,2.097,5.645,7.903,3.226,0.968,0.323,0.645,0.323,1.29,4.839,3.871,2.419,0.806,0.161,0.323,0,1.129,3.065,1.935,2.581,4.032,0.161,0,0.161,1.129,2.258,4.355,
la Rue_Pierre de,Rue1024d-Missa_Pro_fidelibus_defunctis-Offertorium.krn,,Mass,108.345,0,0.791780047,6.48741,0.061946903,12.18,54.31,Rue1024d,7.335,2.323,2.2,1.345,0.978,0.489,5.623,6.357,3.301,2.2,1.1,0.244,0,0.489,1.1,5.379,2.078,2.934,0.489,0.367,0.733,0.856,1.1,4.523,6.235,2.567,0.733,0.733,0.733,0.367,1.1,3.423,2.689,2.323,0.978,0.367,0.122,0,0.856,3.423,2.689,2.323,4.89,0.367,0.489,1.1,1.345,3.301,3.301,
la Rue_Pierre de,Rue1024e-Missa_Pro_fidelibus_defunctis-Sanctus.krn,,Mass,124.342,0,0.699992904,6.53926,0.121212121,13.35,61.53,Rue1024e,2.993,3.873,0.704,1.056,0,2.113,2.289,4.225,7.746,2.817,2.817,1.585,0.352,1.761,1.408,3.697,1.585,2.993,0,0.352,0,0.704,3.169,3.345,2.641,5.458,0.528,0.528,0.528,1.585,1.408,4.225,2.817,2.993,0.352,0.176,0.528,0.352,1.937,3.697,2.993,4.049,3.345,0.176,0.176,0.88,0.704,4.401,1.937,
la Rue_Pierre de,Rue1024f-Missa_Pro_fidelibus_defunctis-Agnus.krn,,Mass,112.108,0,0.286696605,6.04334,0.203389831,13.88,56.64,Rue1024f,3.238,4.19,0,1.333,1.905,0.762,5.905,6.286,4,1.905,0.762,0.571,0.19,1.333,1.333,4.381,0.571,0.571,0.571,0.381,0.19,0.381,0,3.619,3.429,3.81,0.571,1.143,1.524,0.952,1.524,4,7.238,2.857,2.095,0.19,1.143,0.381,1.714,3.619,2.095,2.667,4.19,0.19,0.19,0.762,1.714,5.714,1.905,
la Rue_Pierre de,Rue1024g-Missa_Pro_fidelibus_defunctis-Communio_I.krn,,Mass,110.701,0,0.727467167,6.11757,0.225490196,21.61,50.14,Rue1024g,5.242,3.226,0,3.629,0.403,1.21,3.226,5.242,5.645,2.419,2.419,0.403,0.806,0.403,0.806,2.823,1.21,1.613,0,1.613,0,1.613,2.016,4.839,8.065,1.613,1.21,1.21,1.613,0,0.403,2.016,4.839,0.806,0.806,0.403,1.21,0,2.419,2.016,2.823,2.419,3.226,0.403,0,0.806,1.21,3.226,6.452,
la Rue_Pierre de,Rue1024g.a-Missa_Pro_fidelibus_defunctis-Communio_I.krn,,Mass,110.523,0,0.727467167,6.06894,0.227722772,21.61,50.14,Rue1024g.a,4.508,3.279,0,3.689,0.41,1.23,3.279,5.328,5.738,2.459,2.459,0.41,0.82,0.41,0.82,2.869,0.82,1.639,0,1.639,0,1.639,2.049,4.918,8.197,1.639,1.23,1.23,1.639,0,0.41,2.049,4.508,0.82,0.82,0.41,1.23,0,2.459,2.049,2.869,2.459,3.279,0.41,0,0.82,1.23,3.279,6.557,
la Rue_Pierre de,Rue1024g.b-Missa_Pro_fidelibus_defunctis-Communio_II.krn,,Mass,109.474,0,0.795599548,5.97661,0.186813187,19.15,46.2,Rue1024g.b,7.306,3.653,0,3.196,0,1.37,2.74,5.023,5.023,1.826,1.37,0.457,0.457,0.457,0.457,1.37,1.37,2.74,0,0.913,0,0.457,2.74,4.11,8.676,3.653,0,1.37,2.283,0,0.457,2.283,3.653,2.283,0.913,0.457,0.457,0,1.37,3.196,1.826,2.74,2.74,0.457,0,0.913,0.913,3.653,8.676,
la Rue_Pierre de,Rue1025a-Missa_Puer_natus_est_nobis-Kyrie.krn,,Mass,115.276,0,0.876171283,6.32059,0.158045977,14.56,61.01,Rue1025a,1.458,4.373,0.729,1.603,1.458,1.02,5.248,5.977,1.458,3.207,0.146,1.02,0,0.729,1.166,5.102,1.458,3.936,0.146,0,0.292,0.146,0.875,5.102,3.936,4.519,0.729,0.583,1.603,0.437,0.292,5.831,2.77,4.81,0.437,0.146,0.146,0.146,0.729,4.665,1.02,4.956,5.831,0.292,0.729,0.146,1.749,4.082,2.77,
la Rue_Pierre de,Rue1025b-Missa_Puer_natus_est_nobis-Gloria.krn,,Mass,105.78,1,0.871559154,6.79095,0.107738998,13.75,55.85,Rue1025b,5.065,3.84,0.98,1.552,2.533,0.408,5.147,6.209,2.859,2.369,1.062,0.817,0.163,0.817,1.225,4.82,1.307,2.614,0.245,0,0.408,1.307,0.49,4.657,3.513,3.186,0.572,1.144,1.225,0.899,0.49,5.392,5.392,2.451,0.735,0.327,0.327,0,0.899,4.82,1.307,2.533,3.922,0.49,0.49,0.735,0.49,4.984,2.778,
la Rue_Pierre de,Rue1025c-Missa_Puer_natus_est_nobis-Credo.krn,,Mass,108.269,3,0.795499274,7.08539,0.073248408,15.1,54.36,Rue1025c,4.64,3.807,1.606,1.428,1.963,0.833,4.878,5.949,1.904,3.807,0.714,0.595,0,0.714,1.249,6.663,3.093,3.51,0.297,0,0.476,0.714,0.833,5.057,2.855,3.153,0.773,0.833,1.13,0.357,1.011,5.83,4.997,2.261,0.892,0.059,0.059,0,0.773,4.581,0.892,1.904,4.7,0.297,0.714,0.238,0.833,3.569,2.558,
la Rue_Pierre de,Rue1025d-Missa_Puer_natus_est_nobis-Sanctus.krn,,Mass,103.436,2,0.848579668,6.81553,0.119944212,17.77,58.77,Rue1025d,3.231,4.615,1.077,1.615,1.923,0.769,5.385,7,1.615,3.846,0.923,1.538,0,0.692,1.462,5.538,0.923,4,0.308,0.077,0.308,0.462,1.462,5,2.308,3.769,0.538,1.231,1.615,0.692,1,5.308,4.538,2.769,1,0.385,0.462,0.077,0.538,4.231,0.846,2.385,5.077,0.846,0.462,0.154,0.923,3.846,1.231,
la Rue_Pierre de,Rue1025e-Missa_Puer_natus_est_nobis-Agnus.krn,,Mass,111.956,1,0.891030613,6.80516,0.122249389,14.83,61.01,Rue1025e,3.038,3.924,1.392,0.886,2.532,0.886,5.063,5.19,2.658,4.43,0.506,0.633,0,1.392,1.646,4.81,1.772,4.557,0.253,0,0.38,0.633,1.266,3.671,2.025,4.304,0.506,1.266,1.266,0.886,1.013,4.557,3.924,3.038,1.392,0,0.633,0.127,0.633,3.924,0.759,2.911,5.823,0.759,0.633,0.633,1.013,3.671,2.785,
la Rue_Pierre de,Rue1026a-Missa_Sancta_Dei_genitrix-Kyrie.krn,,Mass,109.594,0,0.815227471,6.10007,0.092936803,14.21,62.89,Rue1026a,2.348,4.501,0.391,3.914,0.587,2.74,3.131,5.284,0.196,3.718,0.196,0,0,0.196,1.174,3.327,1.174,6.654,0,1.566,0,0.978,1.37,5.284,3.327,6.067,0.196,2.348,1.957,0,2.348,4.892,1.174,4.501,0,0,0,0.196,0.196,5.871,2.74,4.892,5.088,0.196,0.978,0.391,0.587,2.153,1.174,
la Rue_Pierre de,Rue1026b-Missa_Sancta_Dei_genitrix-Gloria.krn,,Mass,95.7942,0,0.854921166,6.54786,0.081135903,12.06,59.07,Rue1026b,4.969,3.727,1.967,2.07,0.207,2.07,2.795,5.28,1.139,2.174,0.207,0,0,0.518,1.139,3.52,5.28,5.694,0.207,1.449,0.414,1.139,0.414,5.487,3.83,4.451,1.035,1.656,1.656,0,1.656,4.037,0.621,2.588,0.104,0.311,0.207,0.725,0.725,4.969,3.209,3.83,3.52,0.311,0.725,1.242,0.104,3.52,3.106,
la Rue_Pierre de,Rue1026c-Missa_Sancta_Dei_genitrix-Credo.krn,,Mass,106.446,3,0.918509835,6.49848,0.100564972,15.21,57.35,Rue1026c,2.465,5.232,0.541,1.744,0.361,1.203,5.232,5.412,0.962,4.51,0.12,0.661,0,1.022,1.082,4.63,1.503,4.991,0.361,0.301,0.301,0.301,1.082,4.089,2.646,5.292,0.301,1.022,1.624,0.18,1.503,4.209,1.624,6.013,0.421,0.301,0,0.06,0.902,5.352,0.421,4.63,6.615,0.06,0.962,0.361,1.924,3.367,2.105,
la Rue_Pierre de,Rue1026d-Missa_Sancta_Dei_genitrix-Sanctus.krn,,Mass,96.9639,0,0.891704383,6.29327,0.070017953,15.71,59.06,Rue1026d,1.215,5.364,1.518,1.417,1.012,1.113,4.757,5.466,0.506,4.757,0.101,1.215,0,1.619,0.607,6.275,1.215,4.453,0.101,0.202,0.607,1.113,0.405,3.543,1.215,5.769,1.113,1.012,1.721,0.202,1.822,4.858,2.429,4.96,1.012,0.202,0,0.101,0.81,6.174,0.506,3.947,6.478,0.101,0.506,0.911,0.405,3.947,1.215,
la Rue_Pierre de,Rue1026e-Missa_Sancta_Dei_genitrix-Agnus.krn,,Mass,113.02,0,0.842238095,6.36384,0.139705882,18.67,57.91,Rue1026e,3.13,6.261,0.87,2.609,0,1.913,4.348,6.957,0.174,3.478,0.348,0,0.174,0.348,1.043,3.826,1.217,7.304,0.174,1.565,0.174,1.391,0.522,5.217,1.391,5.565,0.522,1.043,1.913,0,2.435,4.348,0.522,4.87,0,0.348,0.348,0.522,0.522,5.913,1.217,4.87,4.696,0.174,1.217,0.174,0.522,3.478,0.348,
la Rue_Pierre de,Rue1028a-Missa_Sine_nomine_I-Kyrie.krn,,Mass,107.189,0,0.890619714,6.65954,0.148854962,17.44,53.87,Rue1028a,5.195,3.571,1.461,0.974,1.299,1.136,5.032,3.896,2.273,3.084,0.325,1.786,0,0.974,1.299,5.195,2.76,3.409,0.487,0.162,0.812,0.325,0.974,3.571,1.786,4.383,0.162,1.136,2.922,0.162,0.812,4.87,5.844,3.896,0.812,0,0,0,1.299,4.058,0.162,3.084,4.708,0.162,2.273,0,1.786,3.084,2.597,
la Rue_Pierre de,Rue1028b-Missa_Sine_nomine_I-Gloria.krn,,Mass,109.399,2,0.875572008,6.27668,0.094890511,12.4,50.08,Rue1028b,7.674,3.898,1.34,1.462,0.853,0.731,3.654,4.994,2.558,3.167,1.34,0.974,0,0.365,1.462,4.994,3.532,3.045,0.974,0,0.244,0.853,0.853,4.141,3.654,4.141,0.487,0.731,1.34,0.731,1.462,4.141,8.161,2.192,1.096,0,0.122,0,0.365,3.776,1.949,1.583,2.923,0.244,0.244,0.365,1.462,2.436,3.289,
